IP地址	数据中心	地区	城市	网络延迟
104.24.15.63	LAX	北美洲	洛杉矶	183 ms
198.202.211.202	LAX	北美洲	洛杉矶	183 ms
104.16.228.156	SJC	北美洲	圣何塞	184 ms
104.16.227.246	SJC	北美洲	圣何塞	184 ms
104.25.119.48	LAX	北美洲	洛杉矶	184 ms
104.27.1.50	LAX	北美洲	洛杉矶	184 ms
104.27.0.70	LAX	北美洲	洛杉矶	184 ms
170.114.45.232	LAX	北美洲	洛杉矶	184 ms
104.20.223.248	LAX	北美洲	洛杉矶	184 ms
104.20.222.53	LAX	北美洲	洛杉矶	184 ms
162.159.36.102	LAX	北美洲	洛杉矶	184 ms
104.24.152.100	LAX	北美洲	洛杉矶	184 ms
104.27.80.146	LAX	北美洲	洛杉矶	184 ms
104.20.103.4	LAX	北美洲	洛杉矶	184 ms
104.24.244.75	LAX	北美洲	洛杉矶	184 ms
172.67.207.53	LAX	北美洲	洛杉矶	184 ms
104.19.67.34	LAX	北美洲	洛杉矶	184 ms
172.66.1.83	LAX	北美洲	洛杉矶	184 ms
185.148.107.114	LAX	北美洲	洛杉矶	184 ms
104.23.132.131	LAX	北美洲	洛杉矶	184 ms
104.16.26.158	SJC	北美洲	圣何塞	184 ms
104.19.14.253	LAX	北美洲	洛杉矶	184 ms
172.67.234.238	LAX	北美洲	洛杉矶	184 ms
104.19.219.158	SJC	北美洲	圣何塞	184 ms
162.159.243.85	LAX	北美洲	洛杉矶	184 ms
176.124.223.130	LAX	北美洲	洛杉矶	184 ms
104.17.70.121	SJC	北美洲	圣何塞	184 ms
172.67.50.88	LAX	北美洲	洛杉矶	184 ms
104.24.131.165	LAX	北美洲	洛杉矶	184 ms
104.25.59.78	LAX	北美洲	洛杉矶	184 ms
104.16.184.30	SJC	北美洲	圣何塞	184 ms
104.21.208.109	LAX	北美洲	洛杉矶	184 ms
104.19.169.185	SEA	北美洲	西雅图	184 ms
104.19.102.65	LAX	北美洲	洛杉矶	184 ms
104.17.35.54	SJC	北美洲	圣何塞	184 ms
104.19.160.219	SEA	北美洲	西雅图	184 ms
89.47.56.171	LAX	北美洲	洛杉矶	184 ms
104.24.70.223	LAX	北美洲	洛杉矶	184 ms
104.19.75.189	LAX	北美洲	洛杉矶	184 ms
104.19.252.229	SJC	北美洲	圣何塞	184 ms
104.16.234.66	SJC	北美洲	圣何塞	184 ms
172.67.96.144	LAX	北美洲	洛杉矶	184 ms
104.20.87.58	LAX	北美洲	洛杉矶	184 ms
104.19.103.130	LAX	北美洲	洛杉矶	184 ms
104.19.57.242	LAX	北美洲	洛杉矶	184 ms
104.20.219.116	LAX	北美洲	洛杉矶	184 ms
104.25.205.209	LAX	北美洲	洛杉矶	184 ms
104.17.100.17	SJC	北美洲	圣何塞	184 ms
104.21.120.76	LAX	北美洲	洛杉矶	184 ms
104.16.212.146	SJC	北美洲	圣何塞	184 ms
104.25.166.129	LAX	北美洲	洛杉矶	184 ms
104.20.178.60	LAX	北美洲	洛杉矶	184 ms
104.16.91.113	SJC	北美洲	圣何塞	184 ms
104.21.99.29	LAX	北美洲	洛杉矶	184 ms
104.27.101.168	LAX	北美洲	洛杉矶	184 ms
104.26.0.179	SEA	北美洲	西雅图	184 ms
1.0.0.187	LAX	北美洲	洛杉矶	184 ms
104.19.22.27	LAX	北美洲	洛杉矶	184 ms
104.19.12.78	LAX	北美洲	洛杉矶	184 ms
104.16.181.98	SJC	北美洲	圣何塞	184 ms
162.159.20.75	LAX	北美洲	洛杉矶	184 ms
104.24.136.32	LAX	北美洲	洛杉矶	184 ms
104.21.210.117	LAX	北美洲	洛杉矶	184 ms
162.159.245.183	LAX	北美洲	洛杉矶	184 ms
104.21.2.33	LAX	北美洲	洛杉矶	184 ms
104.25.65.198	LAX	北美洲	洛杉矶	184 ms
104.20.183.178	LAX	北美洲	洛杉矶	184 ms
104.19.56.161	LAX	北美洲	洛杉矶	184 ms
172.67.48.39	LAX	北美洲	洛杉矶	184 ms
104.16.206.215	SJC	北美洲	圣何塞	184 ms
104.17.113.89	SJC	北美洲	圣何塞	184 ms
104.21.96.43	LAX	北美洲	洛杉矶	184 ms
172.67.248.91	LAX	北美洲	洛杉矶	184 ms
172.64.148.42	LAX	北美洲	洛杉矶	184 ms
104.22.16.245	SJC	北美洲	圣何塞	184 ms
104.16.117.81	SJC	北美洲	圣何塞	184 ms
104.24.217.29	LAX	北美洲	洛杉矶	184 ms
162.159.27.32	LAX	北美洲	洛杉矶	184 ms
104.24.195.99	LAX	北美洲	洛杉矶	184 ms
104.25.55.14	LAX	北美洲	洛杉矶	184 ms
104.24.24.184	LAX	北美洲	洛杉矶	184 ms
104.19.164.68	SEA	北美洲	西雅图	184 ms
104.16.87.184	SJC	北美洲	圣何塞	184 ms
172.67.54.59	LAX	北美洲	洛杉矶	184 ms
104.20.109.95	LAX	北美洲	洛杉矶	184 ms
172.67.245.163	LAX	北美洲	洛杉矶	184 ms
172.67.241.71	LAX	北美洲	洛杉矶	184 ms
162.159.246.112	LAX	北美洲	洛杉矶	184 ms
104.25.124.193	LAX	北美洲	洛杉矶	184 ms
104.19.198.171	LAX	北美洲	洛杉矶	184 ms
104.25.7.67	LAX	北美洲	洛杉矶	184 ms
104.16.167.74	SJC	北美洲	圣何塞	184 ms
104.18.176.237	SEA	北美洲	西雅图	184 ms
216.116.134.195	LAX	北美洲	洛杉矶	184 ms
1.0.0.141	LAX	北美洲	洛杉矶	184 ms
172.67.91.158	LAX	北美洲	洛杉矶	185 ms
104.16.123.227	SJC	北美洲	圣何塞	185 ms
104.25.120.84	LAX	北美洲	洛杉矶	185 ms
104.254.140.245	LAX	北美洲	洛杉矶	185 ms
104.25.163.211	LAX	北美洲	洛杉矶	185 ms
104.25.161.86	LAX	北美洲	洛杉矶	185 ms
104.27.71.116	LAX	北美洲	洛杉矶	185 ms
104.27.72.146	LAX	北美洲	洛杉矶	185 ms
104.25.92.249	LAX	北美洲	洛杉矶	185 ms
172.67.26.89	LAX	北美洲	洛杉矶	185 ms
104.21.3.143	LAX	北美洲	洛杉矶	185 ms
104.19.246.13	SJC	北美洲	圣何塞	185 ms
104.18.60.21	LAX	北美洲	洛杉矶	185 ms
104.24.0.156	LAX	北美洲	洛杉矶	185 ms
104.20.112.106	LAX	北美洲	洛杉矶	185 ms
104.21.45.54	SJC	北美洲	圣何塞	185 ms
104.25.66.146	LAX	北美洲	洛杉矶	185 ms
172.65.196.93	LAX	北美洲	洛杉矶	185 ms
104.129.167.97	LAX	北美洲	洛杉矶	185 ms
104.24.94.39	LAX	北美洲	洛杉矶	185 ms
104.16.166.140	SJC	北美洲	圣何塞	185 ms
104.23.110.16	LAX	北美洲	洛杉矶	185 ms
162.159.255.83	LAX	北美洲	洛杉矶	185 ms
104.19.122.227	LAX	北美洲	洛杉矶	185 ms
104.22.64.63	LAX	北美洲	洛杉矶	185 ms
104.129.166.87	LAX	北美洲	洛杉矶	185 ms
104.23.128.197	LAX	北美洲	洛杉矶	185 ms
104.24.175.87	LAX	北美洲	洛杉矶	185 ms
104.25.197.132	LAX	北美洲	洛杉矶	185 ms
104.27.6.4	LAX	北美洲	洛杉矶	185 ms
104.25.22.91	LAX	北美洲	洛杉矶	185 ms
104.21.217.49	LAX	北美洲	洛杉矶	185 ms
104.23.133.208	LAX	北美洲	洛杉矶	185 ms
104.20.168.198	LAX	北美洲	洛杉矶	185 ms
104.18.35.65	LAX	北美洲	洛杉矶	185 ms
172.83.72.231	LAX	北美洲	洛杉矶	185 ms
104.27.197.19	LAX	北美洲	洛杉矶	185 ms
104.19.163.197	SEA	北美洲	西雅图	185 ms
104.27.47.252	LAX	北美洲	洛杉矶	185 ms
104.25.218.92	LAX	北美洲	洛杉矶	185 ms
172.67.70.99	SEA	北美洲	西雅图	185 ms
104.21.123.13	LAX	北美洲	洛杉矶	185 ms
104.22.14.84	SJC	北美洲	圣何塞	185 ms
104.16.201.36	SJC	北美洲	圣何塞	185 ms
104.17.10.156	SJC	北美洲	圣何塞	185 ms
104.27.78.169	LAX	北美洲	洛杉矶	185 ms
104.27.79.203	LAX	北美洲	洛杉矶	185 ms
104.27.57.135	LAX	北美洲	洛杉矶	185 ms
104.21.4.216	LAX	北美洲	洛杉矶	185 ms
104.20.75.89	LAX	北美洲	洛杉矶	185 ms
104.22.6.117	SJC	北美洲	圣何塞	185 ms
104.17.130.66	SJC	北美洲	圣何塞	185 ms
104.20.193.226	LAX	北美洲	洛杉矶	185 ms
194.152.44.232	LAX	北美洲	洛杉矶	185 ms
104.18.220.6	SJC	北美洲	圣何塞	185 ms
104.20.101.176	LAX	北美洲	洛杉矶	185 ms
104.24.95.235	LAX	北美洲	洛杉矶	185 ms
104.20.158.146	LAX	北美洲	洛杉矶	185 ms
104.24.227.17	LAX	北美洲	洛杉矶	185 ms
104.20.254.94	LAX	北美洲	洛杉矶	185 ms
172.67.117.146	LAX	北美洲	洛杉矶	185 ms
104.19.193.228	LAX	北美洲	洛杉矶	185 ms
104.20.96.37	LAX	北美洲	洛杉矶	185 ms
154.83.2.177	LAX	北美洲	洛杉矶	185 ms
104.25.147.187	LAX	北美洲	洛杉矶	185 ms
104.19.79.81	LAX	北美洲	洛杉矶	185 ms
104.16.67.88	SJC	北美洲	圣何塞	185 ms
104.20.214.164	LAX	北美洲	洛杉矶	185 ms
104.19.33.237	LAX	北美洲	洛杉矶	185 ms
104.25.203.74	LAX	北美洲	洛杉矶	185 ms
104.19.13.148	LAX	北美洲	洛杉矶	185 ms
104.18.109.163	SJC	北美洲	圣何塞	185 ms
104.19.44.86	LAX	北美洲	洛杉矶	185 ms
104.16.31.93	SJC	北美洲	圣何塞	185 ms
104.27.99.253	LAX	北美洲	洛杉矶	185 ms
104.25.73.61	LAX	北美洲	洛杉矶	185 ms
172.67.33.28	LAX	北美洲	洛杉矶	185 ms
104.20.2.147	LAX	北美洲	洛杉矶	185 ms
198.41.219.37	SJC	北美洲	圣何塞	185 ms
104.25.239.247	LAX	北美洲	洛杉矶	185 ms
104.16.65.69	SJC	北美洲	圣何塞	185 ms
104.18.221.138	SJC	北美洲	圣何塞	185 ms
104.17.77.223	SJC	北美洲	圣何塞	185 ms
104.16.191.208	SJC	北美洲	圣何塞	185 ms
104.19.15.114	LAX	北美洲	洛杉矶	185 ms
104.24.184.140	LAX	北美洲	洛杉矶	185 ms
198.41.214.220	LAX	北美洲	洛杉矶	185 ms
104.24.237.53	LAX	北美洲	洛杉矶	185 ms
104.19.118.138	LAX	北美洲	洛杉矶	185 ms
104.25.155.230	LAX	北美洲	洛杉矶	185 ms
104.24.88.139	LAX	北美洲	洛杉矶	185 ms
172.64.42.30	LAX	北美洲	洛杉矶	185 ms
185.193.28.25	LAX	北美洲	洛杉矶	185 ms
46.8.199.131	LAX	北美洲	洛杉矶	185 ms
1.0.0.40	LAX	北美洲	洛杉矶	186 ms
104.20.199.116	LAX	北美洲	洛杉矶	186 ms
104.20.34.214	LAX	北美洲	洛杉矶	186 ms
104.21.106.16	LAX	北美洲	洛杉矶	186 ms
104.18.40.85	LAX	北美洲	洛杉矶	186 ms
1.0.0.187	LAX	北美洲	洛杉矶	186 ms
104.17.9.214	SJC	北美洲	圣何塞	186 ms
1.0.0.92	LAX	北美洲	洛杉矶	186 ms
1.0.0.255	LAX	北美洲	洛杉矶	186 ms
1.0.0.219	LAX	北美洲	洛杉矶	186 ms
104.27.83.199	LAX	北美洲	洛杉矶	186 ms
104.21.192.189	LAX	北美洲	洛杉矶	186 ms
104.16.79.5	SJC	北美洲	圣何塞	186 ms
104.20.126.166	LAX	北美洲	洛杉矶	186 ms
172.67.232.198	LAX	北美洲	洛杉矶	186 ms
104.25.41.42	LAX	北美洲	洛杉矶	186 ms
104.19.54.108	LAX	北美洲	洛杉矶	186 ms
104.16.19.146	SJC	北美洲	圣何塞	186 ms
104.26.4.80	SEA	北美洲	西雅图	186 ms
104.19.168.97	SEA	北美洲	西雅图	186 ms
104.27.43.212	LAX	北美洲	洛杉矶	186 ms
104.25.14.216	LAX	北美洲	洛杉矶	186 ms
104.16.169.143	SJC	北美洲	圣何塞	186 ms
104.20.102.55	LAX	北美洲	洛杉矶	186 ms
104.24.234.88	LAX	北美洲	洛杉矶	186 ms
104.27.108.204	LAX	北美洲	洛杉矶	186 ms
104.24.54.127	LAX	北美洲	洛杉矶	186 ms
104.24.149.120	LAX	北美洲	洛杉矶	186 ms
104.24.210.14	LAX	北美洲	洛杉矶	186 ms
104.24.209.63	LAX	北美洲	洛杉矶	186 ms
104.20.187.37	LAX	北美洲	洛杉矶	186 ms
104.21.111.26	LAX	北美洲	洛杉矶	186 ms
104.16.192.107	SJC	北美洲	圣何塞	186 ms
154.219.5.253	LAX	北美洲	洛杉矶	186 ms
154.206.12.6	LAX	北美洲	洛杉矶	186 ms
104.25.137.98	LAX	北美洲	洛杉矶	186 ms
104.23.125.120	LAX	北美洲	洛杉矶	186 ms
104.17.69.202	SJC	北美洲	圣何塞	186 ms
104.20.24.20	LAX	北美洲	洛杉矶	186 ms
172.67.116.92	LAX	北美洲	洛杉矶	186 ms
104.20.161.25	LAX	北美洲	洛杉矶	186 ms
104.20.233.127	LAX	北美洲	洛杉矶	186 ms
172.64.88.16	LAX	北美洲	洛杉矶	186 ms
104.16.230.207	SJC	北美洲	圣何塞	186 ms
172.67.103.42	LAX	北美洲	洛杉矶	186 ms
172.67.102.231	LAX	北美洲	洛杉矶	186 ms
104.25.35.210	LAX	北美洲	洛杉矶	186 ms
104.20.131.150	LAX	北美洲	洛杉矶	186 ms
172.67.225.152	LAX	北美洲	洛杉矶	186 ms
172.67.224.174	LAX	北美洲	洛杉矶	186 ms
104.27.68.232	LAX	北美洲	洛杉矶	186 ms
104.19.68.166	LAX	北美洲	洛杉矶	186 ms
104.27.200.156	LAX	北美洲	洛杉矶	186 ms
104.17.2.102	SJC	北美洲	圣何塞	186 ms
172.64.144.17	LAX	北美洲	洛杉矶	186 ms
104.20.213.128	LAX	北美洲	洛杉矶	186 ms
104.21.216.9	LAX	北美洲	洛杉矶	186 ms
172.67.60.7	LAX	北美洲	洛杉矶	186 ms
104.24.185.120	LAX	北美洲	洛杉矶	186 ms
104.21.62.71	LAX	北美洲	洛杉矶	186 ms
104.18.251.51	SJC	北美洲	圣何塞	186 ms
1.0.0.162	LAX	北美洲	洛杉矶	186 ms
46.254.93.146	LAX	北美洲	洛杉矶	186 ms
1.0.0.246	LAX	北美洲	洛杉矶	186 ms
1.0.0.241	LAX	北美洲	洛杉矶	186 ms
1.0.0.66	LAX	北美洲	洛杉矶	186 ms
1.0.0.202	LAX	北美洲	洛杉矶	186 ms
104.19.64.149	LAX	北美洲	洛杉矶	186 ms
104.22.73.8	LAX	北美洲	洛杉矶	186 ms
162.159.11.143	LAX	北美洲	洛杉矶	186 ms
162.159.12.234	LAX	北美洲	洛杉矶	186 ms
104.16.122.58	SJC	北美洲	圣何塞	186 ms
154.194.12.53	LAX	北美洲	洛杉矶	186 ms
172.64.157.53	LAX	北美洲	洛杉矶	186 ms
172.67.195.124	LAX	北美洲	洛杉矶	186 ms
104.27.95.108	LAX	北美洲	洛杉矶	186 ms
104.24.203.207	LAX	北美洲	洛杉矶	186 ms
104.27.7.173	LAX	北美洲	洛杉矶	186 ms
104.27.204.119	LAX	北美洲	洛杉矶	186 ms
104.16.17.178	SJC	北美洲	圣何塞	186 ms
94.242.231.19	LAX	北美洲	洛杉矶	186 ms
185.174.138.216	LAX	北美洲	洛杉矶	186 ms
104.17.15.231	SJC	北美洲	圣何塞	186 ms
104.19.172.237	SEA	北美洲	西雅图	186 ms
104.19.85.128	LAX	北美洲	洛杉矶	186 ms
104.25.185.59	LAX	北美洲	洛杉矶	186 ms
104.27.36.5	LAX	北美洲	洛杉矶	186 ms
104.20.91.162	LAX	北美洲	洛杉矶	186 ms
104.22.77.156	LAX	北美洲	洛杉矶	186 ms
172.67.127.101	LAX	北美洲	洛杉矶	186 ms
172.67.227.24	LAX	北美洲	洛杉矶	186 ms
104.20.20.125	LAX	北美洲	洛杉矶	186 ms
104.24.41.252	LAX	北美洲	洛杉矶	186 ms
104.25.165.28	LAX	北美洲	洛杉矶	186 ms
1.0.0.237	LAX	北美洲	洛杉矶	186 ms
104.25.0.186	LAX	北美洲	洛杉矶	186 ms
104.16.200.89	SJC	北美洲	圣何塞	186 ms
104.19.66.240	LAX	北美洲	洛杉矶	186 ms
102.177.176.113	LAX	北美洲	洛杉矶	186 ms
104.20.122.70	LAX	北美洲	洛杉矶	186 ms
209.46.30.23	LAX	北美洲	洛杉矶	186 ms
104.24.158.102	LAX	北美洲	洛杉矶	186 ms
104.16.66.207	SJC	北美洲	圣何塞	186 ms
104.24.235.50	LAX	北美洲	洛杉矶	186 ms
104.24.18.24	LAX	北美洲	洛杉矶	186 ms
104.18.132.25	SJC	北美洲	圣何塞	186 ms
104.25.51.135	LAX	北美洲	洛杉矶	186 ms
104.25.50.142	LAX	北美洲	洛杉矶	186 ms
1.0.0.154	LAX	北美洲	洛杉矶	186 ms
45.205.0.184	LAX	北美洲	洛杉矶	186 ms
162.159.25.38	LAX	北美洲	洛杉矶	186 ms
45.80.111.197	LAX	北美洲	洛杉矶	186 ms
104.23.137.120	LAX	北美洲	洛杉矶	187 ms
1.0.0.166	LAX	北美洲	洛杉矶	187 ms
104.25.38.88	LAX	北美洲	洛杉矶	187 ms
172.64.80.235	LAX	北美洲	洛杉矶	187 ms
162.159.44.194	LAX	北美洲	洛杉矶	187 ms
1.0.0.70	LAX	北美洲	洛杉矶	187 ms
1.0.0.13	LAX	北美洲	洛杉矶	187 ms
1.0.0.221	LAX	北美洲	洛杉矶	187 ms
104.18.45.246	LAX	北美洲	洛杉矶	187 ms
104.17.75.72	SJC	北美洲	圣何塞	187 ms
104.21.119.244	LAX	北美洲	洛杉矶	187 ms
172.64.84.178	LAX	北美洲	洛杉矶	187 ms
104.19.5.126	LAX	北美洲	洛杉矶	187 ms
104.24.74.47	LAX	北美洲	洛杉矶	187 ms
104.25.145.39	LAX	北美洲	洛杉矶	187 ms
104.19.41.208	LAX	北美洲	洛杉矶	187 ms
104.21.56.187	LAX	北美洲	洛杉矶	187 ms
172.67.190.245	LAX	北美洲	洛杉矶	187 ms
172.67.189.44	LAX	北美洲	洛杉矶	187 ms
104.27.19.10	LAX	北美洲	洛杉矶	187 ms
104.25.146.182	LAX	北美洲	洛杉矶	187 ms
104.16.208.176	SJC	北美洲	圣何塞	187 ms
92.53.189.200	LAX	北美洲	洛杉矶	187 ms
104.19.167.95	SEA	北美洲	西雅图	187 ms
162.159.19.3	LAX	北美洲	洛杉矶	187 ms
104.19.49.217	LAX	北美洲	洛杉矶	187 ms
104.18.217.109	SJC	北美洲	圣何塞	187 ms
104.18.216.16	SJC	北美洲	圣何塞	187 ms
104.16.95.139	SJC	北美洲	圣何塞	187 ms
104.20.81.142	LAX	北美洲	洛杉矶	187 ms
172.64.68.7	LAX	北美洲	洛杉矶	187 ms
172.67.126.207	LAX	北美洲	洛杉矶	187 ms
104.24.27.79	LAX	北美洲	洛杉矶	187 ms
104.20.35.170	LAX	北美洲	洛杉矶	187 ms
104.20.85.195	LAX	北美洲	洛杉矶	187 ms
104.21.0.1	LAX	北美洲	洛杉矶	187 ms
104.18.246.73	SJC	北美洲	圣何塞	187 ms
104.22.26.32	SJC	北美洲	圣何塞	187 ms
172.67.18.229	LAX	北美洲	洛杉矶	187 ms
104.24.68.31	LAX	北美洲	洛杉矶	187 ms
104.25.228.241	LAX	北美洲	洛杉矶	187 ms
198.41.202.212	LAX	北美洲	洛杉矶	187 ms
104.19.242.215	SJC	北美洲	圣何塞	187 ms
104.24.254.117	LAX	北美洲	洛杉矶	187 ms
104.20.32.147	LAX	北美洲	洛杉矶	187 ms
104.22.63.57	SEA	北美洲	西雅图	187 ms
192.133.11.55	LAX	北美洲	洛杉矶	187 ms
104.27.195.221	SJC	北美洲	圣何塞	187 ms
23.227.38.18	SEA	北美洲	西雅图	187 ms
104.20.204.162	LAX	北美洲	洛杉矶	187 ms
104.20.149.72	LAX	北美洲	洛杉矶	187 ms
104.20.156.158	LAX	北美洲	洛杉矶	187 ms
104.19.104.251	LAX	北美洲	洛杉矶	187 ms
172.67.41.167	LAX	北美洲	洛杉矶	187 ms
1.0.0.243	LAX	北美洲	洛杉矶	187 ms
104.22.4.163	SJC	北美洲	圣何塞	187 ms
104.25.167.93	LAX	北美洲	洛杉矶	187 ms
104.22.27.28	SJC	北美洲	圣何塞	187 ms
104.22.25.0	SJC	北美洲	圣何塞	187 ms
104.17.220.94	SJC	北美洲	圣何塞	187 ms
104.20.231.6	LAX	北美洲	洛杉矶	187 ms
104.18.46.174	LAX	北美洲	洛杉矶	187 ms
172.67.39.92	LAX	北美洲	洛杉矶	187 ms
104.26.15.48	SEA	北美洲	西雅图	187 ms
104.27.17.140	LAX	北美洲	洛杉矶	187 ms
1.0.0.29	LAX	北美洲	洛杉矶	187 ms
172.64.154.115	LAX	北美洲	洛杉矶	187 ms
104.25.102.35	LAX	北美洲	洛杉矶	187 ms
104.18.177.13	SEA	北美洲	西雅图	187 ms
104.25.190.66	LAX	北美洲	洛杉矶	187 ms
104.23.130.53	SJC	北美洲	圣何塞	187 ms
198.41.197.214	LAX	北美洲	洛杉矶	187 ms
104.19.45.49	LAX	北美洲	洛杉矶	187 ms
104.27.51.113	LAX	北美洲	洛杉矶	187 ms
198.41.222.141	LAX	北美洲	洛杉矶	187 ms
104.16.119.32	SJC	北美洲	圣何塞	187 ms
104.24.55.38	LAX	北美洲	洛杉矶	187 ms
104.19.165.229	SEA	北美洲	西雅图	187 ms
104.25.199.85	LAX	北美洲	洛杉矶	187 ms
104.19.58.67	LAX	北美洲	洛杉矶	187 ms
104.18.201.16	SJC	北美洲	圣何塞	187 ms
104.16.214.254	SJC	北美洲	圣何塞	187 ms
1.0.0.195	LAX	北美洲	洛杉矶	187 ms
162.159.1.13	LAX	北美洲	洛杉矶	187 ms
104.17.115.145	SJC	北美洲	圣何塞	187 ms
104.24.154.54	LAX	北美洲	洛杉矶	187 ms
104.19.109.38	LAX	北美洲	洛杉矶	187 ms
104.18.105.118	SJC	北美洲	圣何塞	187 ms
162.159.41.16	LAX	北美洲	洛杉矶	187 ms
172.65.172.184	LAX	北美洲	洛杉矶	187 ms
185.159.247.124	LAX	北美洲	洛杉矶	187 ms
104.20.180.102	LAX	北美洲	洛杉矶	187 ms
185.176.24.167	LAX	北美洲	洛杉矶	187 ms
104.22.79.193	LAX	北美洲	洛杉矶	187 ms
172.67.255.25	LAX	北美洲	洛杉矶	187 ms
1.0.0.142	LAX	北美洲	洛杉矶	187 ms
104.25.126.215	LAX	北美洲	洛杉矶	187 ms
104.24.228.107	LAX	北美洲	洛杉矶	187 ms
154.92.9.187	LAX	北美洲	洛杉矶	187 ms
104.20.167.41	LAX	北美洲	洛杉矶	187 ms
104.25.82.198	LAX	北美洲	洛杉矶	187 ms
104.24.1.91	LAX	北美洲	洛杉矶	187 ms
162.159.248.160	LAX	北美洲	洛杉矶	187 ms
104.21.8.122	LAX	北美洲	洛杉矶	188 ms
172.67.38.26	LAX	北美洲	洛杉矶	188 ms
104.16.83.158	SJC	北美洲	圣何塞	188 ms
172.67.22.123	LAX	北美洲	洛杉矶	188 ms
104.20.84.13	LAX	北美洲	洛杉矶	188 ms
104.25.208.120	LAX	北美洲	洛杉矶	188 ms
1.0.0.226	LAX	北美洲	洛杉矶	188 ms
104.18.245.136	SJC	北美洲	圣何塞	188 ms
172.64.147.79	LAX	北美洲	洛杉矶	188 ms
162.159.6.157	LAX	北美洲	洛杉矶	188 ms
104.17.8.18	SJC	北美洲	圣何塞	188 ms
172.67.86.48	LAX	北美洲	洛杉矶	188 ms
104.31.16.65	LAX	北美洲	洛杉矶	188 ms
104.19.38.86	LAX	北美洲	洛杉矶	188 ms
198.41.195.94	LAX	北美洲	洛杉矶	188 ms
104.20.107.192	LAX	北美洲	洛杉矶	188 ms
104.20.42.45	LAX	北美洲	洛杉矶	188 ms
104.25.164.79	LAX	北美洲	洛杉矶	188 ms
104.19.111.187	LAX	北美洲	洛杉矶	188 ms
104.20.225.201	LAX	北美洲	洛杉矶	188 ms
172.64.69.102	LAX	北美洲	洛杉矶	188 ms
162.159.18.199	LAX	北美洲	洛杉矶	188 ms
162.159.17.63	LAX	北美洲	洛杉矶	188 ms
104.27.107.234	LAX	北美洲	洛杉矶	188 ms
104.27.106.228	LAX	北美洲	洛杉矶	188 ms
104.20.244.175	LAX	北美洲	洛杉矶	188 ms
104.27.4.225	LAX	北美洲	洛杉矶	188 ms
1.0.0.121	LAX	北美洲	洛杉矶	188 ms
104.16.179.164	SJC	北美洲	圣何塞	188 ms
104.16.178.67	SJC	北美洲	圣何塞	188 ms
104.19.105.7	LAX	北美洲	洛杉矶	188 ms
104.20.115.200	LAX	北美洲	洛杉矶	188 ms
104.20.12.55	LAX	北美洲	洛杉矶	188 ms
104.25.188.115	LAX	北美洲	洛杉矶	188 ms
172.67.76.233	SEA	北美洲	西雅图	188 ms
104.21.197.168	LAX	北美洲	洛杉矶	188 ms
104.19.86.235	LAX	北美洲	洛杉矶	188 ms
172.64.91.38	LAX	北美洲	洛杉矶	188 ms
104.16.89.74	SJC	北美洲	圣何塞	188 ms
104.27.123.175	LAX	北美洲	洛杉矶	188 ms
170.114.46.149	LAX	北美洲	洛杉矶	188 ms
104.27.102.176	LAX	北美洲	洛杉矶	188 ms
104.27.31.104	LAX	北美洲	洛杉矶	188 ms
104.19.183.215	SJC	北美洲	圣何塞	188 ms
104.20.211.202	LAX	北美洲	洛杉矶	188 ms
104.16.194.115	SJC	北美洲	圣何塞	188 ms
141.101.122.19	LAX	北美洲	洛杉矶	188 ms
104.20.191.71	LAX	北美洲	洛杉矶	188 ms
104.20.190.176	LAX	北美洲	洛杉矶	188 ms
104.17.76.189	SJC	北美洲	圣何塞	188 ms
104.19.119.233	LAX	北美洲	洛杉矶	188 ms
172.67.95.46	LAX	北美洲	洛杉矶	188 ms
86.38.214.153	LAX	北美洲	洛杉矶	188 ms
104.18.219.213	SJC	北美洲	圣何塞	188 ms
104.16.114.231	SJC	北美洲	圣何塞	188 ms
104.17.66.43	SJC	北美洲	圣何塞	188 ms
1.0.0.195	LAX	北美洲	洛杉矶	188 ms
1.0.0.155	LAX	北美洲	洛杉矶	188 ms
1.0.0.44	LAX	北美洲	洛杉矶	188 ms
104.16.121.165	SJC	北美洲	圣何塞	188 ms
104.18.100.102	SJC	北美洲	圣何塞	188 ms
104.24.52.73	LAX	北美洲	洛杉矶	188 ms
104.24.162.132	LAX	北美洲	洛杉矶	188 ms
1.0.0.195	LAX	北美洲	洛杉矶	188 ms
104.24.13.234	LAX	北美洲	洛杉矶	188 ms
147.78.140.189	LAX	北美洲	洛杉矶	188 ms
104.25.26.66	LAX	北美洲	洛杉矶	188 ms
172.67.79.41	SEA	北美洲	西雅图	188 ms
104.21.108.55	LAX	北美洲	洛杉矶	188 ms
104.16.204.40	SJC	北美洲	圣何塞	188 ms
172.67.90.151	LAX	北美洲	洛杉矶	188 ms
104.20.11.95	LAX	北美洲	洛杉矶	188 ms
104.20.148.42	LAX	北美洲	洛杉矶	188 ms
104.18.134.112	SJC	北美洲	圣何塞	188 ms
195.245.221.127	LAX	北美洲	洛杉矶	188 ms
104.18.207.223	SJC	北美洲	圣何塞	188 ms
104.21.203.204	LAX	北美洲	洛杉矶	188 ms
104.25.98.238	LAX	北美洲	洛杉矶	188 ms
77.232.140.110	LAX	北美洲	洛杉矶	189 ms
167.68.42.166	LAX	北美洲	洛杉矶	189 ms
104.24.232.232	LAX	北美洲	洛杉矶	189 ms
104.25.170.243	LAX	北美洲	洛杉矶	189 ms
